,t_idx,target_ee_pos,target_ee_quat,Kp_pos,Kp_rot,is_converged,iter_conv,pos_overshoot,rot_overshoot,final_pos_err,final_rot_err
0,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],100.0,100.0,True,1096,0.0,0.0,0.004095922888845816,0.009921664593045585
1,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],100.0,131.60740129524925,True,1096,0.0,0.0,0.004095256531054035,0.002244774744488101
2,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],100.0,173.20508075688775,True,1096,0.0,0.0,0.00409348370426691,0.0002865726886791423
3,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],100.0,227.95070569547784,True,1096,0.0,0.0,0.004093250855845134,7.881570386934597e-05
4,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],100.0,300.0000000000001,True,1096,0.0,0.0,0.004094295297864828,5.976948332194464e-05
5,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],131.60740129524925,100.0,True,832,0.0,0.0,0.0038267857222445494,0.028749930744661388
6,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],131.60740129524925,131.60740129524925,True,832,0.0,0.0,0.0038268031027958466,0.009309597328650457
7,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],131.60740129524925,173.20508075688775,True,832,0.0,0.0,0.0038268645960805765,0.0020501706365277784
8,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],131.60740129524925,227.95070569547784,True,831,0.0,0.0,0.003844810660178235,0.00025737693360752855
9,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],131.60740129524925,300.0000000000001,True,831,0.0,0.0,0.0038410178894883232,9.804778887661554e-05
10,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],173.20508075688775,100.0,True,834,0.0,0.0,0.0008346328846568892,0.028694172925441047
11,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],173.20508075688775,131.60740129524925,True,633,0.0,0.0,0.003479730694082606,0.026890383280842377
12,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],173.20508075688775,173.20508075688775,True,631,0.0,0.0,0.0035252085367690374,0.00862070039482115
13,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],173.20508075688775,227.95070569547784,True,631,0.0,0.0,0.003525843361502667,0.0018395600123809104
14,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],173.20508075688775,300.0000000000001,True,631,0.0,0.0,0.003521567806807362,0.0002333701526629811
15,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],227.95070569547784,100.0,True,836,0.0,0.0,0.00010758815865015694,0.028722248319545614
16,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],227.95070569547784,131.60740129524925,True,634,0.0,0.0,0.0007375000036294028,0.027008779343823872
17,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],227.95070569547784,173.20508075688775,True,482,0.0,0.0,0.003085945726692342,0.02469970332325754
18,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],227.95070569547784,227.95070569547784,True,480,0.0,0.0,0.003138546456742895,0.007718631172352603
19,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],227.95070569547784,300.0000000000001,True,480,0.0,0.0,0.0031350446143185266,0.0015762090781300017
20,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],300.0000000000001,100.0,True,840,0.0,0.0,5.324337903919931e-06,0.028738954127619017
21,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],300.0000000000001,131.60740129524925,True,637,0.0,0.0,8.888856032938945e-05,0.02703332589367604
22,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],300.0000000000001,173.20508075688775,True,484,0.0,0.0,0.0006193304999374497,0.0247476319828309
23,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],300.0000000000001,227.95070569547784,True,368,0.0,0.0,0.00265035524716231,0.02210825476195619
24,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],300.0000000000001,300.0000000000001,True,367,0.0,0.0,0.0026763672041500625,0.00660557569085519
25,1,[0.46031553 0.11468379 0.31335957],[-0.17367821  0.71245567 -0.39593301 -0.55270231],100.0,100.0,True,1053,0.0,0.0,0.0040935195121121004,0.016533044510156785
26,1,[0.46031553 0.11468379 0.31335957],[-0.17367821  0.71245567 -0.39593301 -0.55270231],100.0,131.60740129524925,True,1054,0.0,0.0,0.004092326305780477,0.0040433827523626426
27,1,[0.46031553 0.11468379 0.31335957],[-0.17367821  0.71245567 -0.39593301 -0.55270231],100.0,173.20508075688775,True,1055,0.0,0.0,0.0040987976762302284,0.0006055708896435095
28,1,[0.46031553 0.11468379 0.31335957],[-0.17367821  0.71245567 -0.39593301 -0.55270231],100.0,227.95070569547784,True,1058,0.0,0.0,0.004091677541867836,7.588464191794834e-05
29,1,[0.46031553 0.11468379 0.31335957],[-0.17367821  0.71245567 -0.39593301 -0.55270231],100.0,300.0000000000001,True,1062,0.0,0.0,0.004100585644054994,5.5426291693847795e-05
30,1,[0.46031553 0.11468379 0.31335957],[-0.17367821  0.71245567 -0.39593301 -0.55270231],131.60740129524925,100.0,True,916,0.0,0.0,0.002045848103867639,0.028710191287552853
31,1,[0.46031553 0.11468379 0.31335957],[-0.17367821  0.71245567 -0.39593301 -0.55270231],131.60740129524925,131.60740129524925,True,799,0.0,0.0,0.003841906343677161,0.0157087283131823
32,1,[0.46031553 0.11468379 0.31335957],[-0.17367821  0.71245567 -0.39593301 -0.55270231],131.60740129524925,173.20508075688775,True,800,0.0,0.0,0.0038366463707268103,0.003772807536554491
33,1,[0.46031553 0.11468379 0.31335957],[-0.17367821  0.71245567 -0.39593301 -0.55270231],131.60740129524925,227.95070569547784,True,802,0.0,0.0,0.0038331948176416335,0.0005446422687750668
34,1,[0.46031553 0.11468379 0.31335957],[-0.17367821  0.71245567 -0.39593301 -0.55270231],131.60740129524925,300.0000000000001,True,805,0.0,0.0,0.003834211424186306,8.921091036606684e-05
35,1,[0.46031553 0.11468379 0.31335957],[-0.17367821  0.71245567 -0.39593301 -0.55270231],173.20508075688775,100.0,True,917,0.0,0.0,0.00037777669807481906,0.02871408849487843
36,1,[0.46031553 0.11468379 0.31335957],[-0.17367821  0.71245567 -0.39593301 -0.55270231],173.20508075688775,131.60740129524925,True,698,0.0,0.0,0.0018349435689664286,0.026907009425814626
37,1,[0.46031553 0.11468379 0.31335957],[-0.17367821  0.71245567 -0.39593301 -0.55270231],173.20508075688775,173.20508075688775,True,607,0.0,0.0,0.003516811419428798,0.014675654611398374
38,1,[0.46031553 0.11468379 0.31335957],[-0.17367821  0.71245567 -0.39593301 -0.55270231],173.20508075688775,227.95070569547784,True,608,0.0,0.0,0.0035135173925828767,0.0034419989523995567
39,1,[0.46031553 0.11468379 0.31335957],[-0.17367821  0.71245567 -0.39593301 -0.55270231],173.20508075688775,300.0000000000001,True,610,0.0,0.0,0.0035174731393657894,0.0004852927457881381
40,1,[0.46031553 0.11468379 0.31335957],[-0.17367821  0.71245567 -0.39593301 -0.55270231],227.95070569547784,100.0,True,918,0.0,0.0,3.4548161114672285e-05,0.028757604923883694
41,1,[0.46031553 0.11468379 0.31335957],[-0.17367821  0.71245567 -0.39593301 -0.55270231],227.95070569547784,131.60740129524925,True,699,0.0,0.0,0.0003207090953018049,0.02694155016486368
42,1,[0.46031553 0.11468379 0.31335957],[-0.17367821  0.71245567 -0.39593301 -0.55270231],227.95070569547784,173.20508075688775,True,533,0.0,0.0,0.001587959902755656,0.024746870905711246
43,1,[0.46031553 0.11468379 0.31335957],[-0.17367821  0.71245567 -0.39593301 -0.55270231],227.95070569547784,227.95070569547784,True,461,0.0,0.0,0.0031508485485176236,0.013540847238813963
44,1,[0.46031553 0.11468379 0.31335957],[-0.17367821  0.71245567 -0.39593301 -0.55270231],227.95070569547784,300.0000000000001,True,462,0.0,0.0,0.003151226774703671,0.003105586198101298
45,1,[0.46031553 0.11468379 0.31335957],[-0.17367821  0.71245567 -0.39593301 -0.55270231],300.0000000000001,100.0,True,920,0.0,0.0,1.494003611160526e-05,0.02872801149074362
46,1,[0.46031553 0.11468379 0.31335957],[-0.17367821  0.71245567 -0.39593301 -0.55270231],300.0000000000001,131.60740129524925,True,700,0.0,0.0,2.853140180386858e-05,0.0270350730500207
47,1,[0.46031553 0.11468379 0.31335957],[-0.17367821  0.71245567 -0.39593301 -0.55270231],300.0000000000001,173.20508075688775,True,534,0.0,0.0,0.00025741800775739117,0.024836744991000765
48,1,[0.46031553 0.11468379 0.31335957],[-0.17367821  0.71245567 -0.39593301 -0.55270231],300.0000000000001,227.95070569547784,True,408,0.0,0.0,0.0013160659671800758,0.02231003363157702
49,1,[0.46031553 0.11468379 0.31335957],[-0.17367821  0.71245567 -0.39593301 -0.55270231],300.0000000000001,300.0000000000001,True,352,0.0,0.0,0.0026896799172235223,0.01211226745878504
50,2,[-0.41716672 -0.14826999  0.2914573 ],[ 0.42887559  0.28911501  0.73526899 -0.43801569],100.0,100.0,True,1673,0.0,0.0,0.002472214316970575,0.03268244555787232
51,2,[-0.41716672 -0.14826999  0.2914573 ],[ 0.42887559  0.28911501  0.73526899 -0.43801569],100.0,131.60740129524925,True,1364,0.0,0.0,0.004098738621060794,0.021669111575282545
52,2,[-0.41716672 -0.14826999  0.2914573 ],[ 0.42887559  0.28911501  0.73526899 -0.43801569],100.0,173.20508075688775,True,1365,0.0,0.0,0.0040677499635702885,0.012476388089904327
53,2,[-0.41716672 -0.14826999  0.2914573 ],[ 0.42887559  0.28911501  0.73526899 -0.43801569],100.0,227.95070569547784,True,1367,0.0,0.0,0.004068537169209681,0.008583600969462715
54,2,[-0.41716672 -0.14826999  0.2914573 ],[ 0.42887559  0.28911501  0.73526899 -0.43801569],100.0,300.0000000000001,True,1372,0.0,0.0,0.00406840758784804,0.005451363523726519
55,2,[-0.41716672 -0.14826999  0.2914573 ],[ 0.42887559  0.28911501  0.73526899 -0.43801569],131.60740129524925,100.0,True,1674,0.0,0.0,0.0017497129049311884,0.032625784957227004
