,t_idx,target_ee_pos,target_ee_quat,Kp_pos,Kp_rot,is_converged,iter_conv,pos_overshoot,rot_overshoot,final_pos_err,final_rot_err
0,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],10.0,10.0,True,11051.0,0.0,0.0,0.004901154973278169,0.01171485882927035
1,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],10.0,17.78279410038923,True,11052.0,0.0,0.0,0.004902424882378089,0.00034934269277963443
2,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],10.0,31.622776601683793,True,11053.0,0.0,0.0,0.004901720959933569,1.6752516835649963e-05
3,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],10.0,56.23413251903491,True,11053.0,0.0,0.0,0.004902414347183145,8.064999311301766e-06
4,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],10.0,100.0,True,11053.0,0.0,0.0,0.0049021917118204205,4.140525435220593e-06
5,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],17.78279410038923,10.0,True,8367.0,0.0,0.0,0.001036257634234408,0.034316825133436264
6,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],17.78279410038923,17.78279410038923,True,6208.0,0.0,0.0,0.004828107661572511,0.011539623388153161
7,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],17.78279410038923,31.622776601683793,True,6209.0,0.0,0.0,0.004827000755275528,0.0003353312167514563
8,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],17.78279410038923,56.23413251903491,True,6210.0,0.0,0.0,0.004828372167174861,2.0624821706366423e-05
9,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],17.78279410038923,100.0,True,6211.0,0.0,0.0,0.004826252787928756,9.862435521569822e-06
10,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],31.622776601683793,10.0,True,8361.0,0.0,0.0,7.935725557471205e-06,0.03432215728161964
11,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],31.622776601683793,17.78279410038923,True,4700.0,0.0,0.0,0.001005083751859198,0.033792546699384904
12,0,[0.54901494 0.18173542 0.2539804 ],[ 0.10287649  0.93678923 -0.31134016 -0.12210518],31.622776601683793,31.622776601683793,True,3486.0,0.0,0.0,0.00469621400745865,0.011251892284530354
